index,building_id,address,country,metro_area,slug,exchanges,geometry,index_right,LGA_CODE25,LGA_NAME25,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM
445,8610,"['639 Gardeners Road' 'Mascot, NSW, Australia']",australia,sydney-nsw,639-gardeners-road,"[ { ""contact_one_email"": ""sales@equinix.com"", ""url"": ""https:\/\/ix.equinix.com"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 179, ""address"": [ ""EQIX-SY (Sydney, NSW, Australia)"", ""639 Gardeners Road"", ""Mascot, Australia, 2020"" ], ""slug"": ""eqix-sy-sydney-nsw-australia"", ""telephone"": ""65 6723 8833"", ""email"": ""support@equinix.com"", ""date_online"": ""June 2001"" }, { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""NSW-IX (Sydney, NSW, Australia)"", ""639 Gardeners Road"", ""Mascot, Australia, 2020"" ], ""slug"": ""nsw-ix-sydney-nsw-australia"", ""email"": ""peering@ix.asn.au"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""639 Gardeners Road"", ""Mascot, Australia, 2020"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" }, { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Sydney (Sydney, NSW, Australia)"", ""639 Gardeners Road"", ""Mascot, Australia, 2020"" ], ""slug"": ""con-ix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Sydney (Sydney, NSW, Australia)"", ""639 Gardeners Road"", ""Mascot, Australia, 2020"" ], ""slug"": ""edgeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""http:\/\/www.pipenetworks.com\/pipeix.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 329, ""address"": [ ""PipeIX Sydney (Sydney, NSW, Australia)"", ""639 Gardeners Road"", ""Mascot, Australia, 2020"" ], ""slug"": ""pipeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1758184.652491827 -3834257.849177766),5,10500,Bayside (NSW),1,New South Wales,AUS,Australia,50.6204
461,20543,"['7 Murchinson Terrace' 'East Perth' 'Perth, WA, Australia']",australia,perth-wa,7-murchinson-terrace,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""7 Murchinson Terrace"", ""East Perth"", ""Perth, Australia"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" } ]",POINT (-1507124.634349578 -3576664.8833882185),488,58570,Vincent,5,Western Australia,AUS,Australia,11.3771
482,22701,"['75 Sharps Rd' 'Tullamarine' 'Melbourne, VIC, Australia']",australia,melbourne-vic,75-sharps-rd,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""75 Sharps Rd"", ""Tullamarine"", ""Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1139743.9320523094 -4179728.615915851),140,21180,Brimbank,2,Victoria,AUS,Australia,123.3991
505,18887,"['826 Lorimer St' 'Port Melbourne' 'Melbourne, VIC, Australia']",australia,melbourne-vic,826-lorimer-st,"[ { ""contact_one"": ""Joe Wooller"", ""contact_one_email"": ""joe@waia.asn.au"", ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""VIC-IX (Melbourne, VIC, Australia)"", ""826 Lorimer St"", ""Port Melbourne"", ""Melbourne, Australia"" ], ""slug"": ""vic-ix-melbourne-vic-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""April 2011"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Melbourne (Melbourne, VIC, Australia)"", ""826 Lorimer St"", ""Port Melbourne"", ""Melbourne, Australia"" ], ""slug"": ""edgeix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""826 Lorimer St"", ""Port Melbourne"", ""Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1143676.1449462054 -4192768.9434065786),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
572,19679,"['<address not available>' 'Melbourne, VIC, Australia']",australia,melbourne-vic,address-not-available,"[ { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Melbourne (Melbourne, VIC, Australia)"", ""<address not available>"", ""Melbourne, Australia"" ], ""slug"": ""con-ix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" } ]",POINT (1146479.270308647 -4192176.5768951573),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
618,20542,"['Adam DC' '19 London Rd' 'Mile End South' 'Adelaide, SA, Australia']",australia,adelaide-sa,adam-dc,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""address"": [ ""SA-IX (Adelaide, SA, Australia)"", ""19 London Rd"", ""Mile End South"", ""Adelaide, Australia"" ], ""slug"": ""sa-ix-adelaide-sa-australia"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1998"" } ]",POINT (598571.5690994872 -3830486.421976939),358,48410,West Torrens,4,South Australia,AUS,Australia,37.0886
624,22156,"['AirTrunk Sydney' '35 Huntingwood Drive' 'Sydney, NSW, Australia']",australia,sydney-nsw,airtrunk-sydney,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""35 Huntingwood Drive"", ""Sydney, Australia"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1732107.766539254 -3816577.246658028),9,10750,Blacktown,1,New South Wales,AUS,Australia,238.8471
871,21405,"['Colocity DC3' '172 Morphett Street' 'Adelaide, SA, Australia']",australia,adelaide-sa,colocity-dc3,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""address"": [ ""SA-IX (Adelaide, SA, Australia)"", ""172 Morphett Street"", ""Adelaide, Australia"" ], ""slug"": ""sa-ix-adelaide-sa-australia"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1998"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Adelaide (Adelaide, SA, Australia)"", ""172 Morphett Street"", ""Adelaide, Australia"" ], ""slug"": ""edgeix-adelaide-adelaide-sa-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Adelaide (Adelaide, SA, Australia)"", ""172 Morphett Street"", ""Adelaide, Australia"" ], ""slug"": ""megaix-adelaide-adelaide-sa-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (600429.0693699351 -3829442.770156241),293,40070,Adelaide,4,South Australia,AUS,Australia,15.5733
922,22629,"['DC1 Edinburgh Parks' '23 – 27 Woomera Ave' 'Edinburgh, SA, Australia']",australia,adelaide-sa,dc1-edinburgh-parks,"[ { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Adelaide (Adelaide, SA, Australia)"", ""23 – 27 Woomera Ave"", ""Edinburgh, Australia, 5111"" ], ""slug"": ""edgeix-adelaide-adelaide-sa-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Adelaide (Adelaide, SA, Australia)"", ""23 – 27 Woomera Ave"", ""Edinburgh, Australia, 5111"" ], ""slug"": ""megaix-adelaide-adelaide-sa-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (605860.244442292 -3808986.7278755987),346,47140,Salisbury,4,South Australia,AUS,Australia,159.8432
925,19064,"['Deer Park' '72 Radnor Drive' 'Melbourne, VIC, Australia']",australia,melbourne-vic,deer-park,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""72 Radnor Drive"", ""Melbourne, Australia, 3023"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1129994.6152092095 -4187164.027144242),140,21180,Brimbank,2,Victoria,AUS,Australia,123.3991
1012,22990,"['Equinix ME2' '578 Lorimer Street' 'Port Melbourne, VIC, Australia']",australia,melbourne-vic,equinix-me2,"[ { ""contact_one"": ""Joe Wooller"", ""contact_one_email"": ""joe@waia.asn.au"", ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""address"": [ ""VIC-IX (Melbourne, VIC, Australia)"", ""578 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""vic-ix-melbourne-vic-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""April 2011"" }, { ""contact_one_email"": ""sales@equinix.com"", ""url"": ""https:\/\/ix.equinix.com"", ""address"": [ ""EQIX-MEL (Melbourne, VIC, Australia)"", ""578 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""eqix-mel-melbourne-vic-australia"", ""telephone"": ""65 6723 8833"", ""email"": ""support@equinix.com"", ""date_online"": ""June 2001"" }, { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Melbourne (Melbourne, VIC, Australia)"", ""578 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""con-ix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Melbourne (Melbourne, VIC, Australia)"", ""578 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""edgeix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""578 Lorimer Street"", ""Port Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1141965.734440379 -4192705.2440121616),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
1026,18523,"['Equinix PE1' '37 Lemnos St' 'Shenton Park' 'Perth, WA, Australia']",australia,perth-wa,equinix-pe1,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""37 Lemnos St"", ""Shenton Park"", ""Perth, Australia"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Perth (Perth, WA, Australia)"", ""37 Lemnos St"", ""Shenton Park"", ""Perth, Australia"" ], ""slug"": ""megaix-perth-perth-wa-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" }, { ""contact_one_email"": ""sales@equinix.com"", ""url"": ""https:\/\/ix.equinix.com"", ""address"": [ ""EQIX-PE (Perth, WA, Australia)"", ""37 Lemnos St"", ""Shenton Park"", ""Perth, Australia"" ], ""slug"": ""eqix-pe-perth-wa-australia"", ""telephone"": ""41 43 508 10 38"", ""email"": ""support@equinix.com"", ""date_online"": ""May 2001"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Perth (Perth, WA, Australia)"", ""37 Lemnos St"", ""Shenton Park"", ""Perth, Australia"" ], ""slug"": ""edgeix-perth-perth-wa-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" } ]",POINT (-1514016.5947942205 -3578426.1052262164),460,56580,Nedlands,5,Western Australia,AUS,Australia,19.6449
1042,20782,"['Equinix SY4 & SY5' '200 Bourke Road' 'Alexandria, NSW, Australia']",australia,sydney-nsw,equinix-sy4-sy5,"[ { ""contact_one_email"": ""sales@equinix.com"", ""url"": ""https:\/\/ix.equinix.com"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 179, ""address"": [ ""EQIX-SY (Sydney, NSW, Australia)"", ""200 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""eqix-sy-sydney-nsw-australia"", ""telephone"": ""65 6723 8833"", ""email"": ""support@equinix.com"", ""date_online"": ""June 2001"" }, { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""NSW-IX (Sydney, NSW, Australia)"", ""200 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""nsw-ix-sydney-nsw-australia"", ""email"": ""peering@ix.asn.au"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""200 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" }, { ""url"": ""https:\/\/connectedix.com\/"", ""address"": [ ""CON-IX Sydney (Sydney, NSW, Australia)"", ""200 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""con-ix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 8319 9498"", ""email"": ""helpdesk@connectedix.com"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Sydney (Sydney, NSW, Australia)"", ""200 Bourke Road"", ""Alexandria, Australia"" ], ""slug"": ""edgeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" } ]",POINT (1758337.9491001398 -3833922.8862957726),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
1043,19884,"['Equinix SY6' '8-14 Egerton Street' 'Silverwater'
 'Sydney, NSW, Australia']",australia,sydney-nsw,equinix-sy6,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""8-14 Egerton Street"", ""Silverwater"", ""Sydney, Australia"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1747317.7108477908 -3823065.2287610536),90,16260,Parramatta,1,New South Wales,AUS,Australia,83.8303
1092,23071,"['Fujitsu Australia' 'Brisbane Technology Park'
 'Eight Mile Plains, QLD, Australia']",australia,brisbane-qld,fujitsu-australia,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Brisbane (Brisbane, QLD, Australia)"", ""Brisbane Technology Park"", ""Eight Mile Plains, Australia"" ], ""slug"": ""megaix-brisbane-brisbane-qld-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (2048294.1295242938 -3161660.7710221377),220,31000,Brisbane,3,Queensland,AUS,Australia,1342.7173
1093,22702,"['Fujitsu DC Perth' '16 Mulgul Rd' 'Malaga, WA, Australia']",australia,perth-wa,fujitsu-dc-perth,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Perth (Perth, WA, Australia)"", ""16 Mulgul Rd"", ""Malaga, Australia"" ], ""slug"": ""megaix-perth-perth-wa-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (-1506196.10700084 -3566675.4675079007),480,58050,Swan,5,Western Australia,AUS,Australia,1042.9936
1094,22700,"['Fujitsu Noble Park' '5 Summit Rd' 'Noble Park North'
 'Melbourne, VIC, Australia']",australia,melbourne-vic,fujitsu-noble-park,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""5 Summit Rd"", ""Noble Park North"", ""Melbourne, Australia"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1164299.0523355051 -4208873.839716743),156,22670,Greater Dandenong,2,Victoria,AUS,Australia,129.5466
1115,16733,"['Global Switch Sydney' '400 Harris Street' 'Ultimo, NSW, Australia']",australia,sydney-nsw,global-switch-sydney,"[ { ""url"": ""http:\/\/www.ix.asn.au"", ""address"": [ ""NSW-IX (Sydney, NSW, Australia)"", ""400 Harris Street"", ""Ultimo, Australia, 2007"" ], ""slug"": ""nsw-ix-sydney-nsw-australia"", ""email"": ""peering@ix.asn.au"" }, { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""400 Harris Street"", ""Ultimo, Australia, 2007"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" }, { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Sydney (Sydney, NSW, Australia)"", ""400 Harris Street"", ""Ultimo, Australia, 2007"" ], ""slug"": ""edgeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""http:\/\/www.pipenetworks.com\/pipeix.php"", ""members_url"": ""http:\/\/www.pipenetworks.com\/Peering\/who-text.shtml#"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 329, ""address"": [ ""PipeIX Sydney (Sydney, NSW, Australia)"", ""400 Harris Street"", ""Ultimo, Australia, 2007"" ], ""slug"": ""pipeix-sydney-sydney-nsw-australia"", ""telephone"": ""61 7 3233 9832"", ""email"": ""sales@pipenetworks.com"" } ]",POINT (1759777.5297989668 -3829322.7110540103),105,17200,Sydney,1,New South Wales,AUS,Australia,26.6762
1171,23416,"['Hobart NBN POI' 'Bathurst St' 'Hobart, TAS, Australia']",australia,hobart-tas,hobart-nbn-poi,"[ { ""url"": ""https:\/\/www.edgeix.net\/"", ""address"": [ ""EdgeIX Hobart (Hobart, TAS, Australia)"", ""Bathurst St"", ""Hobart, Australia"" ], ""slug"": ""edgeix-hobart-hobart-tas-australia"", ""telephone"": ""61 2 9006 9626"", ""email"": ""peering@edgeix.net"" }, { ""url"": ""https:\/\/internet.asn.au\/services\/peering\/"", ""address"": [ ""TAS-IX (Hobart, TAS, Australia)"", ""Bathurst St"", ""Hobart, Australia"" ], ""slug"": ""tas-ix-hobart-tas-australia"", ""email"": ""peering@ix.asn.au"" } ]",POINT (1287719.3249961364 -4764485.173363709),521,62810,Hobart,6,Tasmania,AUS,Australia,77.8965
1308,20074,"['Lathe Pl' 'Unanderra, NSW, Australia']",australia,sydney-nsw,lathe-pl,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Sydney (Sydney, NSW, Australia)"", ""Lathe Pl"", ""Unanderra, Australia, 2526"" ], ""slug"": ""megaix-sydney-sydney-nsw-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1719259.7615792209 -3889487.8255401864),125,18450,Wollongong,1,New South Wales,AUS,Australia,684.3076
1358,22417,"['Melbourne Data Centre' '530 Collins St' 'Melbourne, VIC, Australia']",australia,melbourne-vic,melbourne-data-centre,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Melbourne (Melbourne, VIC, Australia)"", ""530 Collins St"", ""Melbourne, Australia, 3000"" ], ""slug"": ""megaix-melbourne-melbourne-vic-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1145676.9416206344 -4192492.4096188406),174,24600,Melbourne,2,Victoria,AUS,Australia,37.5452
1470,23976,"['Pipe Street (Lot 1)' 'Wellcamp, QLD, Australia']",australia,toowoomba-qld,pipe-street-lot-1,"[ { ""url"": ""https:\/\/www.megaport.com\/solutions\/mega-ix\/"", ""address"": [ ""MegaIX Brisbane (Toowoomba, QLD, Australia)"", ""Pipe Street (Lot 1)"", ""Wellcamp, Australia, 4350"" ], ""slug"": ""megaix-brisbane-toowoomba-qld-australia"", ""telephone"": ""61 730 885 933"", ""email"": ""sales@megaport.com"" } ]",POINT (1928068.4461923435 -3137190.4437506623),280,36910,Toowoomba,3,Queensland,AUS,Australia,12957.2103
1515,8007,"['QV.1 Building' '250 St. George’s Terrace' 'Perth, WA, Australia']",australia,perth-wa,qv-1-building,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""members_url"": ""https:\/\/www.waia.asn.au\/ix\/participants"", ""euro_affiliation"": ""non-affiliated"", ""euro_ix_id"": 108, ""address"": [ ""WA-IX (Perth, WA, Australia)"", ""250 St. George’s Terrace"", ""Perth, Australia, 6000"" ], ""slug"": ""wa-ix-perth-wa-australia"", ""telephone"": ""61 8 9322 3022"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1997"" } ]",POINT (-1509034.6343604724 -3577491.0024591335),467,57080,Perth,5,Western Australia,AUS,Australia,13.7335
1887,21409,"['YourDC Edinburgh Parks' '23-27 Woomera Ave' 'Edinburgh, SA, Australia']",australia,adelaide-sa,yourdc-edinburgh-parks,"[ { ""url"": ""https:\/\/www.ix.asn.au\/peering\/"", ""address"": [ ""SA-IX (Adelaide, SA, Australia)"", ""23-27 Woomera Ave"", ""Edinburgh, Australia"" ], ""slug"": ""sa-ix-adelaide-sa-australia"", ""email"": ""peering@ix.asn.au"", ""date_online"": ""1998"" } ]",POINT (606053.0856110582 -3809003.842483548),346,47140,Salisbury,4,South Australia,AUS,Australia,159.8432
